paper_id,author_id,position
810037,153,1
810042,532209,0
810042,199660,1
810042,322312,2
810046,9429,0
810046,136178,1
810046,170882,2
810047,2647,0
810047,30610,1
810048,40837,1
810048,227719,2
810053,53705,0
810053,1627815,3
810053,1584702,4
810056,405380,0
810056,31335,1
810057,1208596,0
810057,146512,1
810059,939320,0
810059,1490145,1
810059,741142,2
810060,2933,0
810060,141720,1
810060,357503,2
810060,363130,3
810064,2647,2
810064,30610,3
810065,1559028,2
810065,1133120,5
810088,235667,0
810088,644976,1
810088,583448,2
810088,551709,4
810091,1118020,2
810092,445654,0
810092,1620287,1
810092,299833,2
810094,8136,0
810094,35855,1
810094,897592,2
810094,27288,3
810094,227168,4
810094,35474,5
810094,39333,6
810095,182526,4
810095,1673714,7
810095,54877,11
810095,496433,12
810096,697716,1
810096,463666,3
810103,500448,3
810104,1171724,0
810106,513867,8
810107,405380,0
810107,198327,3
810107,1653053,4
810107,1591885,5
810108,1183497,2
810108,163852,4
810109,8136,2
810111,405380,1
810111,619773,2
810111,1653053,4
810111,944518,5
810112,836609,0
810112,699031,3
810114,114614,0
810114,580573,2
810114,5415,4
810114,519798,5
810115,1162699,0
810115,258779,1
810117,1061516,3
810118,1334169,1
810118,25635,2
810118,275655,9
810163,106231,0
810163,28621,1
810182,464681,0
810182,1452694,4
810188,129751,1
810261,1457409,0
810297,632767,1
810297,1487408,2
810303,75794,1
810303,127033,3
810385,840828,1
810391,214980,1
810392,291663,2
810399,24318,0
810410,1330516,1
810415,690339,0
810415,33232,1
810415,917950,2
810416,388339,1
810439,540728,1
810440,366805,1
810444,1510737,1
810445,36581,0
810445,6427,1
810448,359100,1
810453,322035,0
810453,1356897,1
810456,73807,1
810456,261257,2
810459,112283,0
810469,1238257,1
810480,249463,5
810481,1179639,1
810486,1434603,0
810486,168452,1
810493,167471,1
810498,6251,0
810498,31343,2
810499,46531,1
810505,1195878,1
810508,15562,1
810508,94153,2
810525,719009,1
810526,429133,0
810526,1115453,1
810544,96678,1
810544,409539,2
810545,113661,0
810545,59929,1
810549,808860,1
810557,66484,0
810557,153,3
810559,702642,3
810562,627993,0
810562,550484,1
810562,711625,2
810562,189909,4
810562,1150640,5
810562,496378,8
810573,1537,0
810573,1200954,2
810573,274637,4
810574,419259,0
810574,29906,1
810580,191604,0
810582,34146,1
810583,380502,1
810593,1075781,2
810593,1110631,3
810597,7837,0
810597,1167286,2
810611,103676,0
810612,103676,3
810613,1063772,2
810621,1118709,0
810634,575207,0
810634,391325,1
810638,864163,1
810638,266709,2
810644,49431,1
810645,268290,0
810645,963605,1
810645,221055,3
810645,618479,4
810651,442568,0
810651,43116,1
810651,400709,2
810652,658739,1
810652,1582418,2
810652,320589,4
810658,310419,1
810658,545436,3
810658,479792,4
810659,1106132,0
810659,4958,1
810660,112370,0
810663,1106132,0
810663,3600,1
810663,1251868,2
810664,3600,1
810666,352854,0
810676,1443594,0
810676,509666,1
810678,533752,3
810684,1583042,0
810685,1708713,0
810685,1271025,1
810685,715803,2
810700,13195,0
810700,1117631,1
810707,83100,1
810710,1393811,1
810712,857148,1
810712,593668,3
810715,80203,1
810715,304947,2
810716,157117,1
810719,595550,0
810721,94713,2
810725,12603,0
810725,1144000,1
810725,173858,4
810743,1627779,0
810743,132319,1
810744,1103071,0
810744,1428051,1
810757,650548,1
810757,181337,2
810828,906461,1
810835,1613382,0
810835,419876,1
810839,167396,1
810840,332917,2
810840,922067,3
810840,389089,4
810841,1273580,0
810842,1343201,0
810842,227264,1
810842,61347,4
810845,1382455,1
810845,1025651,3
810964,103374,1
810969,1205731,0
810970,1342037,0
810970,1591536,1
810971,243618,2
810971,122730,3
810973,1087524,4
810973,501243,7
810974,582021,0
810974,1194509,2
810975,582021,0
810975,92931,2
810976,600052,2
810976,912020,3
810978,721867,0
810978,177613,1
810980,754167,1
810980,273209,2
810980,498599,3
810982,206593,0
810982,614513,1
810987,30360,1
810989,545029,1
810989,681928,2
810990,342767,1
810991,114673,1
810999,63669,0
810999,363885,1
811005,1194509,0
811005,582021,1
811009,292666,1
811009,949894,2
811012,15548,3
811019,59807,1
811019,11113,3
811020,59807,1
811020,1286070,2
811020,11113,3
811061,876306,0
811064,466566,0
811064,402908,1
811065,190303,0
811065,73375,1
811065,910538,2
811067,486462,0
811076,130149,0
811076,59501,1
811100,930086,0
811100,773600,2
811118,336319,2
811129,1348919,2
811129,1428035,3
811240,1009884,0
811304,232814,0
811304,1406976,3
811304,630059,5
811308,891125,1
811309,489725,3
811339,1147914,0
811339,743813,1
811341,490097,1
811358,405755,0
811358,703516,1
811360,801066,0
811376,1132737,0
811376,1407861,1
811376,304734,2
811376,5932,3
811376,830167,5
811380,33108,0
811380,920437,1
811386,1185166,1
811477,1138037,3
811479,371971,0
811485,1542095,1
811520,1685901,0
811520,1085480,1
811542,112283,2
811651,756677,1
811653,797984,0
811653,542967,2
811656,1112158,2
811656,502489,3
811666,570534,1
811685,490694,1
811760,818604,2
811793,1144753,0
811793,1526398,3
811793,1517542,4
812951,581695,0
812951,1697062,1
812951,708497,2
812958,188725,1
812958,99817,2
812971,1490985,0
812971,1486849,1
812971,230437,2
812971,532090,3
812972,619708,1
812972,66981,2
812972,1671480,3
812980,171314,0
812980,1378048,1
812980,1645288,2
812980,337456,3
812980,1412146,4
812980,210091,7
812980,774950,8
813032,38,0
813032,723074,1
813032,806,3
813032,375624,4
813032,735279,5
813033,1696864,1
813033,1200844,2
813033,1584640,3
813033,1690633,4
813033,1016258,7
813033,464540,8
813033,62588,9
813039,185870,2
813040,575088,8
813071,1086459,2
813074,313608,0
813074,784936,2
813110,13195,0
813110,1117631,1
813110,23388,2
813110,51128,3
813274,440782,0
813274,1330848,3
813275,5993,0
813275,464577,3
813275,502508,4
813276,1333794,0
813276,503577,1
813276,163065,3
813277,584121,0
813278,282034,1
813285,1521289,0
813285,558808,1
813285,1490081,2
813285,410883,3
813290,633949,0
813290,5016,3
813290,1589998,4
813294,1032054,3
813295,925627,0
813295,1642886,3
813308,1631044,4
813323,217358,0
813323,1285131,1
813326,217358,2
813326,443073,4
813326,1285131,5
813329,1337846,1
813329,1199512,2
813333,1057654,0
813333,188450,1
813341,184531,1
813343,930335,0
813343,1104752,1
813343,32017,2
813344,179787,2
813347,507389,1
813348,982155,0
813348,939634,2
813352,212802,0
813352,158128,1
813357,13463,0
813357,30476,3
813358,1199512,1
813359,878044,1
813360,982155,0
813360,939634,2
813368,407970,1
813368,1451606,2
813369,814071,3
813369,637882,5
813371,1501728,1
813371,6374,2
813375,286472,1
813377,55289,2
813380,17139,3
813380,6374,4
813381,6374,3
813451,396170,2
813451,464412,3
813451,175316,4
813714,876959,1
813714,114597,2
813714,45265,5
813714,1089060,6
813740,488970,0
813740,524970,2
813742,1339250,0
813742,604000,1
813742,531084,2
813750,942836,1
813761,426289,5
813761,1372562,7
813761,48905,8
813763,1678605,1
813763,1024230,2
813766,898062,1
813774,1368898,4
813774,1089060,5
813776,143854,0
813776,229621,1
813786,399337,0
813786,211750,1
813786,726916,2
813788,114597,1
813788,576593,2
813795,575550,1
813805,289512,0
813805,165535,2
813829,31271,0
813849,964360,1
813851,1550309,4
813869,56831,3
813869,268962,4
813870,255995,1
813885,31000,0
813885,45424,1
813895,126421,1
813987,178830,0
813987,66981,1
813987,289601,3
814002,667923,1
814002,2438,3
814021,2393,0
814021,438949,3
814021,518804,4
814053,1536742,0
814053,1187515,2
814054,444695,0
814054,190422,1
814062,38890,0
814062,1075426,1
814079,773600,3
814079,753740,4
814150,1025084,0
814150,49928,1
814150,35786,4
814165,1025084,3
814227,214069,1
814321,15553,0
814343,820075,0
814343,190005,1
814356,338187,1
814356,287472,3
814357,291739,0
814385,820075,0
814385,190005,1
814456,81376,1
814456,329694,2
814486,548786,0
814486,1547124,4
814625,7837,0
814625,1167286,4
814643,1109296,0
814643,1335116,2
814643,1642449,3
814643,233740,4
814650,456110,0
814650,92761,1
814821,373655,0
814821,541938,3
814826,337432,0
814826,189926,1
814826,567551,2
814829,117032,0
814829,7187,2
814832,1114328,1
814832,544929,2
814841,510685,0
814841,121139,2
814934,409210,1
814934,1366646,2
814934,1016878,3
814976,346465,2
814976,944054,6
815031,1509636,0
815031,308264,3
815067,1202551,0
815067,1382107,7
815101,1693052,0
815101,177394,3
815101,146473,4
815101,1260748,5
815118,955337,0
815118,1108075,3
815127,188465,1
815127,20715,8
815127,209212,9
815128,165222,0
815128,206214,3
815128,1586590,5
815128,254059,7
815128,1180809,8
815130,869547,2
815130,220712,3
815130,1026965,4
815131,1242125,1
815131,409210,2
815131,155712,3
815131,1608072,4
815131,1153916,5
815133,1322026,1
815133,138699,2
815156,30109,1
815156,308123,2
815156,239881,3
815165,101774,0
815165,306620,3
815165,552831,4
815202,177118,0
815202,298460,1
815233,383943,0
815233,920437,1
815237,769245,1
815263,1059507,0
815263,732307,3
815280,623819,1
815280,13334,3
815299,788513,0
815299,508902,1
815307,754351,2
815309,503370,1
815336,634620,0
815336,474979,1
815336,1045726,2
815336,537487,4
815336,335782,5
815343,1509636,1
815343,308264,2
815347,420143,1
815347,671193,2
815351,1449605,1
815351,1053641,2
815422,34432,0
815422,963176,2
815422,1605960,4
815425,155862,1
815425,764587,2
815428,606311,0
815428,1143242,5
815428,313047,6
815428,268790,7
815756,1078039,0
815756,234714,1
815781,899879,0
815781,872565,1
815783,369968,2
815783,1131854,3
815783,650565,5
815785,1486577,0
815785,788451,6
815787,78631,1
815787,721279,2
815787,682654,4
815790,1175864,0
815790,369968,1
815805,444954,1
815828,554200,0
815828,1535299,4
815828,1077611,7
815830,3189,0
815837,10696,1
815850,539502,0
815850,42157,1
815854,138693,1
815857,1222898,0
815857,1178352,1
815878,32217,0
815878,105681,1
815889,508902,1
815889,788513,2
815896,182459,0
815929,809152,0
815929,1194053,1
815953,208763,1
815953,165884,2
815953,103427,5
815954,586623,0
815954,1697336,2
815958,1114328,2
815958,42018,4
815959,446810,0
815959,429576,2
815959,661110,3
815959,1121953,4
815963,82544,2
815963,184485,3
815963,1085825,6
815965,1063981,2
815968,431244,0
815968,1063981,1
815968,103427,2
815968,951395,3
815970,988524,3
815975,101774,1
815975,1085825,2
815979,876498,1
815979,431778,3
815981,1630862,0
815981,158873,1
815981,968424,2
815981,653242,3
815983,307825,1
815983,320978,2
815984,1052104,1
815984,852165,2
815987,407858,0
815988,1664331,0
815988,299707,5
815989,231385,0
815989,1231078,1
815989,779717,2
815989,47260,3
815989,1085825,5
815990,431597,0
815990,483950,1
815991,88774,0
815991,588202,2
815993,417361,0
815993,188464,1
815993,390938,2
815993,88774,3
815993,186353,4
815993,564321,6
815995,166696,2
815995,624495,3
815995,722605,5
815995,1448029,6
815995,186353,7
816000,827228,1
816000,361653,2
816001,726469,1
816001,57232,2
816001,1085825,3
816002,346313,0
816002,710256,1
816002,524802,2
816002,1069467,3
816002,247079,4
816002,191433,5
816002,1246884,6
816003,893562,0
816003,1662974,1
816003,95813,2
816003,46700,3
816006,141631,0
816006,710256,2
816006,191433,3
816007,101774,0
816007,3756,1
816007,389775,2
816007,1085825,3
816008,1274819,0
816008,239187,1
816008,1185716,2
816008,420930,3
816010,92724,0
816010,4502,1
816010,741142,3
816011,762220,0
816011,1666828,1
816011,89505,2
816011,1088916,3
816011,1629945,5
816012,1197305,0
816012,291507,1
816012,647670,2
816019,497389,0
816019,582026,1
816022,1739,0
816022,1125511,1
816022,22098,2
816025,196677,1
816026,262236,0
816026,1606217,1
816026,620430,2
816026,1697336,3
816028,939320,0
816028,153467,2
816028,1131478,3
816028,122333,4
816028,1362538,5
816028,22098,6
816028,741142,7
816030,876944,0
816030,197944,2
816034,951395,1
816034,1016808,2
816034,95813,3
816036,105999,0
816036,143655,2
816036,1085825,4
816040,264646,0
816040,62861,2
816040,381019,4
816041,217481,0
816041,830874,5
816044,267796,1
816044,105999,3
816044,1085825,6
816047,4010,1
816047,41796,3
816047,1085825,5
816050,781520,0
816052,143655,2
816052,1085825,4
816055,251606,0
816055,82544,2
816098,352844,0
816101,290105,2
816104,897559,1
816104,196689,2
816109,171009,0
816109,1648744,1
816111,873530,2
816115,1197305,0
816115,291507,1
816115,647670,2
816115,1640435,3
816118,401561,1
816118,1317207,2
816120,191433,2
816120,1710666,3
816120,914986,4
816122,473482,1
816122,959552,2
816123,795521,1
816123,125601,2
816123,473482,3
816156,79070,0
816156,934930,1
816157,1322008,1
816157,1155476,2
816200,363686,0
816200,373909,1
816201,363686,0
816201,373909,1
816210,539502,1
816210,106208,2
816212,99208,0
816235,893562,0
816235,1662974,1
816235,95813,2
816235,46700,3
816255,1709071,1
816258,22666,0
816258,1284,2
816271,188542,0
816275,96952,2
816320,105764,1
816409,1318247,0
816409,101655,1
816413,721040,0
816413,858337,2
816413,445013,3
816436,40027,1
816436,298783,2
816490,114597,0
816490,576593,1
816490,931268,2
816490,70531,3
816497,565778,1
816504,195790,1
816504,1520436,2
816520,8806,0
816520,1162016,1
816522,32926,1
816522,442928,2
816555,1517169,0
816555,1129404,1
816598,101774,1
816598,320675,2
816602,320675,2
816603,355795,0
816603,991571,1
816604,40059,0
816606,68457,0
816606,184185,2
816608,1163545,1
816633,549754,1
816634,1168273,1
816634,1673796,3
816637,1180705,0
816637,974862,1
816637,109617,2
816637,191205,4
816638,552911,0
816638,94698,1
816641,576593,0
816641,1011226,1
816641,1354444,2
816641,45265,3
816641,1640651,4
816644,1667029,0
816644,374224,1
816650,94698,0
816658,1497602,5
816689,535329,0
816689,847761,2
816701,396162,0
816701,6139,1
817420,1535299,0
817420,554200,1
817420,19782,2
817425,160954,0
817425,880861,1
817427,160954,0
817427,161014,1
817445,578878,1
817445,323039,2
817450,920437,1
817458,405755,0
817458,703516,1
817461,13334,1
817461,623819,3
817466,2762,3
817466,584539,5
817476,3960,1
817476,851094,2
817480,318256,3
817486,1192846,2
817488,1657840,3
817566,967577,0
817583,118290,1
817583,1059382,2
817590,760123,1
817611,554200,1
817611,344279,2
817611,880719,4
817611,1077611,6
817691,1636886,1
817692,506749,1
817692,1312493,4
817692,1178284,5
817694,1052638,0
817694,63380,1
817695,541606,0
817695,8661,1
817695,592401,2
817696,35357,0
817696,112367,2
817696,49021,3
817699,98497,0
817699,98964,2
817701,649591,0
817701,100292,2
817708,1144513,0
817708,1705718,1
817708,1344349,2
817708,549016,3
817708,1627509,5
817708,1116891,6
817708,83989,8
817725,218381,0
817725,305912,1
817725,874605,2
817739,535508,0
817739,1170601,1
817739,1335092,2
817739,134550,4
817739,1265395,5
817739,275154,6
817749,535508,0
817749,1170601,2
817749,1335092,3
817749,134550,5
817749,1265395,6
817749,275154,7
817753,535508,0
817753,1170601,1
817753,1335092,2
817753,134550,4
817753,1265395,5
817753,275154,6
817811,1024892,0
817811,667828,1
817811,254059,2
817811,486302,3
817813,254059,0
817813,486302,1
817813,1024892,2
817819,373909,0
817819,1070240,3
817819,279924,4
817853,1349296,0
817853,863042,4
817873,142337,0
817873,1354459,2
817873,1078148,4
817873,453493,7
817873,370748,8
817873,324615,10
817873,321500,11
817922,1349296,1
817922,863042,3
817937,470054,1
817942,780152,0
817942,142337,1
817942,1354459,2
817942,1698099,4
817942,1666828,9
817948,177394,1
817948,1260748,2
817962,52877,0
817962,543659,1
817971,892536,0
817971,794657,1
817972,876114,2
817972,470054,3
818028,626124,3
818028,1178284,9
818028,508663,11
818030,626124,0
818030,1367559,2
818030,592107,5
818032,406227,2
818045,1082313,1
818045,793172,2
818045,1538764,3
818045,460607,5
818045,1230193,6
818046,780152,0
818046,1698099,3
818046,453493,4
818077,1349296,2
818077,863042,3
818089,1511362,1
818089,687112,3
818206,300664,1
818206,1032081,2
818208,18713,0
818208,217577,1
818208,102748,2
818214,111021,0
818214,369162,3
818215,50050,0
818215,3960,1
818215,56775,2
818215,73509,3
818218,502001,1
818218,318571,2
818218,649692,3
818218,29742,5
818218,764749,6
818220,503070,0
818220,1491803,4
818224,1317398,1
818229,794657,2
818233,1396354,0
818233,576121,1
818233,457404,2
818233,1124615,3
818233,1188267,4
818235,489680,0
818235,52908,2
818236,435193,0
818236,613936,3
818239,670498,1
818239,99271,3
818240,99271,1
818240,476895,2
818250,493609,1
818250,763490,2
818251,390520,0
818251,906809,1
818251,920437,2
818253,390520,0
818253,317280,1
818253,906809,3
818253,920437,4
818256,192394,2
818256,91277,4
818256,73509,5
818256,1071,6
818260,156270,0
818260,102073,2
818266,649692,0
818266,15085,1
818266,232142,3
818266,1611696,4
818266,318571,5
818266,73509,7
818271,1695357,0
818271,472436,2
818280,452850,2
818290,1627454,1
818290,1328313,2
818290,1477743,3
818294,954944,1
818295,614479,0
818296,614479,0
818297,146389,0
818297,1551073,2
818302,835,2
818310,245749,0
818310,1370433,1
818310,127170,2
818315,466596,1
818322,104960,0
818322,509538,3
818324,739717,0
818324,318571,2
818324,502001,3
818324,584126,4
818324,850184,5
818324,85973,6
818325,71531,1
818325,523532,2
818333,160022,0
818333,1679979,1
818333,86725,2
818351,1192188,2
818367,47849,0
818367,1204086,1
818368,650293,1
818370,190667,0
819340,427998,0
819340,640701,1
819340,306393,2
819448,103303,2
819456,520602,0
819456,713623,1
819456,353504,2
819457,266662,0
819457,1663380,1
819457,367445,2
819549,1649081,0
819570,939320,0
819570,22098,1
819570,741142,2
819574,949894,0
819574,14476,1
819578,976391,2
819579,902189,1
819585,239030,2
819586,902189,1
819587,913896,0
819587,239030,1
819587,595150,2
819589,1697631,0
819589,1130792,2
819591,244285,0
819601,1409593,0
819601,63930,2
819627,1115460,1
819627,454883,2
819627,43526,3
819651,1622729,2
819651,53741,3
819659,982155,0
819671,626444,1
819671,1616452,2
819672,6094,0
819672,1524473,1
819672,377955,2
819672,1468790,3
819679,474497,0
819679,350344,1
819679,271652,2
819740,31311,0
819741,23358,0
819741,160113,1
819759,83197,3
819797,18116,8
819801,543970,0
819876,1701557,2
819900,1665517,0
819900,1088929,1
820461,743409,1
820461,964339,3
820462,195814,0
820468,535080,0
820482,743449,0
820483,5698,0
820486,496858,1
820486,609372,3
820487,743449,0
820488,557914,0
820501,366573,1
820501,117263,4
820528,227264,2
820535,1636650,0
820536,160744,1
820536,47519,2
820554,1045857,0
820554,366573,1
820554,743409,2
820554,117263,3
820614,746861,1
820625,358445,2
820677,580710,1
820687,580710,2
820707,569569,0
820707,466566,2
820707,867002,3
820715,175397,0
820715,288204,2
820715,745368,3
820717,34041,0
820744,1595738,3
821697,22098,0
821697,346637,1
821699,161223,0
821699,164876,1
821699,810895,2
821701,527226,0
821701,314079,3
821701,1674830,8
821701,222486,10
821701,1977,11
821701,1077427,13
821701,1187954,14
821701,1236358,15
821703,388898,0
821703,407890,1
821703,1205862,4
821703,764828,6
821705,1266548,0
821743,147079,0
821743,791730,1
821745,354494,3
821746,1653454,4
821778,1606425,2
821781,281546,0
821781,596003,1
821781,536460,3
821781,1415852,4
821781,731107,5
821781,953984,6
821781,56847,7
821781,137827,8
821781,1685158,9
821794,406250,0
821794,160050,2
821795,1116891,1
821795,83989,3
821795,1627509,4
821795,1705718,5
821795,1144513,6
821795,1344349,8
821799,1430716,0
821799,831831,1
821799,793055,2
821803,302706,0
821803,5338,2
821804,282843,0
821804,1327834,1
821804,87472,3
821818,158262,0
821818,313974,1
821818,1353952,4
821828,600125,0
821828,126421,1
821887,598051,1
821916,671052,1
821916,446939,3
821916,631214,4
821916,49805,5
821916,869530,6
821924,437950,0
821924,1378048,1
821924,210091,2
821927,14093,0
821927,353481,1
821927,529241,2
821929,28098,0
821929,9633,1
821935,16645,0
821935,64356,1
821935,95508,2
821937,820396,0
821937,1110737,1
821937,666799,3
821937,1484086,5
821956,1557018,0
821956,529241,1
821956,130749,2
821961,748917,0
821961,130976,1
821961,1053641,3
821967,301058,3
821967,243339,4
821971,442928,1
821971,1076168,3
821981,587339,1
821983,990076,0
821983,681928,1
821986,227240,3
821991,28098,0
821991,877366,1
821991,9633,2
821992,403222,0
821992,980148,3
821999,313486,2
821999,751607,3
822000,372465,0
822000,505308,2
822000,699896,4
822005,822392,0
822005,98679,1
822117,15553,2
822117,378036,3
822126,300664,1
822126,1032081,2
822153,736277,2
822160,802117,0
822160,524141,1
822160,158873,2
822160,968424,3
822161,36691,0
822161,472590,1
822161,1135656,2
822161,353504,3
822163,122731,0
822163,1562960,1
822163,150870,2
822163,253237,3
822164,528748,1
822164,223811,2
822164,1272106,3
822167,313251,0
822167,36691,2
822167,353504,3
822171,1677913,0
822171,535649,1
822171,25389,2
822177,58992,0
822177,523193,1
822177,211529,3
822178,968424,4
822194,1535183,0
822194,524141,1
822194,158873,2
822264,518064,0
822264,50495,1
822307,107361,0
822307,72699,2
822307,234101,3
822309,189957,1
822310,984404,1
822310,73094,2
822354,878393,0
822354,72699,1
822382,501453,1
822383,1385298,1
822399,85604,0
822410,318073,2
822412,675165,0
822415,1212291,2
822415,200393,3
822419,6850,2
822420,1255404,0
822425,2134,1
822425,30687,4
822427,478558,1
822427,647310,2
822432,1538987,0
822432,1361983,2
822432,1665895,3
822435,1497422,0
822435,508656,4
822440,104702,1
822450,1415144,4
822451,878672,2
822455,721075,0
822455,54588,1
822455,260784,2
822458,34987,0
822458,402078,2
822458,1686274,3
822463,269570,0
822463,87409,1
822463,380502,2
822474,1213092,2
822483,212796,0
822483,114367,2
822496,889673,0
822496,88171,1
822496,190005,2
822497,18036,0
822497,128444,1
822497,168045,2
822502,264015,0
822504,394155,0
822504,1637640,2
822509,8136,0
822509,203992,1
822535,1205266,1
822761,64236,1
822917,205717,1
822920,981095,0
822920,3600,1
822920,144815,2
822920,1251868,3
822921,51668,0
822921,793694,3
822922,649120,3
822922,51668,4
822922,1246698,5
822922,718866,6
822926,44109,0
822926,691118,1
822926,975912,3
822926,104029,4
822927,144815,1
822927,3600,2
822928,30168,0
822928,238243,1
822929,1371414,0
822929,100899,1
822950,1050474,1
822951,756466,4
822956,429576,0
822956,1399756,1
822956,108929,2
822956,807889,3
822958,89020,0
822958,120855,2
822961,629321,0
822961,707757,1
822961,66824,2
822961,618783,3
822961,1044143,4
822967,92724,0
822967,953434,1
822967,741142,2
822972,582824,0
822972,164247,1
822973,164247,1
822977,582824,1
822977,164247,2
822980,11824,0
822980,793694,1
822980,108929,2
822982,1668806,0
822982,104029,2
822985,73140,0
822988,1687578,0
822988,344286,2
822988,1246698,3
822988,431778,4
822989,269135,1
822991,60337,0
822991,620430,1
822991,647664,2
822991,1069467,3
822991,99935,5
822995,767241,2
822999,1164374,0
822999,1201561,1
822999,164247,2
823000,16506,1
823010,258248,0
823010,11824,2
823010,429576,3
823010,104029,4
823010,40927,5
823011,201230,0
823011,144815,1
823011,3600,2
823014,1196404,0
823014,3600,1
823014,3128,2
823015,650853,0
823018,3600,1
823018,472951,2
823020,664742,2
823021,752040,0
823022,1246698,2
823022,51668,4
823023,1161885,8
823097,4376,0
823102,567422,2
823182,1609702,0
823186,703078,0
823186,171314,1
823188,634327,1
823189,316701,0
823192,146039,2
823193,601817,0
823193,65621,2
823201,919540,2
823203,338782,0
823203,1470589,2
823203,78748,5
823203,327304,6
823204,1620790,1
823216,359781,0
823216,519147,1
823216,643837,2
823311,373909,3
823311,621970,5
823338,42838,1
823338,843783,2
823346,592463,0
823346,657896,2
823346,1118268,3
823347,227168,0
823347,912337,1
823347,145976,2
823353,635560,0
823353,305564,2
823354,217536,0
823354,50050,1
823354,238210,2
823354,73509,3
823354,48992,4
823359,84433,0
823359,39333,1
823359,99451,2
823363,521932,3
823370,900020,0
823370,354751,3
823374,22588,0
823374,679000,2
823379,487129,0
823379,453,2
823379,84609,3
823379,836196,4
823388,450385,0
823388,178142,1
823388,335899,3
823391,188249,3
823395,263496,0
823395,331010,1
823395,307062,2
823401,1380362,0
823401,281380,1
823407,236137,1
823407,469614,2
823413,87205,0
823413,95038,1
823414,56534,0
823414,1061992,2
823419,31393,0
823419,130232,1
823419,796120,2
823423,1133120,3
823424,299833,0
823424,227168,1
823424,99451,2
823436,604237,1
823437,543559,0
823437,386699,2
823452,622197,0
823482,74567,0
823602,470029,0
823602,46982,1
823607,793483,0
823607,278623,3
823622,367972,1
823641,80301,1
823654,1689284,1
823655,3438,1
823663,55547,2
823710,1189332,2
823710,1367038,3
823710,587767,5
823733,738923,0
823733,346205,1
823815,652426,0
823815,101657,1
823817,1361833,0
823822,545650,1
823824,145606,0
823830,1530517,1
823830,1329491,2
823856,918424,0
823908,580390,0
823908,1114848,1
823908,1264625,2
823908,1028600,3
823908,1074943,6
823908,1538759,8
823922,1617960,1
823950,1654929,1
823956,754261,0
823966,1113439,2
823976,122998,2
823985,505809,1
823985,1389357,3
824106,1382838,0
824106,441598,1
824106,608842,2
824107,1584640,2
824107,1696864,3
824107,1690633,4
824107,550680,5
824107,1200844,6
824107,1016258,7
824107,464540,8
824107,630088,9
824107,347731,10
824107,62588,11
824107,1420188,12
824114,210882,0
824114,907286,1
824114,461415,2
824116,1008075,0
824116,619744,2
824116,81453,3
824129,595190,2
824207,113513,0
824207,4009,1
824256,42723,0
824256,741557,2
824302,205791,2
824338,575589,0
824338,1038736,2
824372,1550393,0
824372,131189,3
824373,650500,1
824386,1261042,1
824386,798548,2
824409,874605,0
824409,571016,2
824409,103485,3
824415,1369801,1
824433,98366,1
824437,836425,0
824473,919540,0
824486,1145807,2
824510,124291,1
824524,139495,0
824524,97443,3
824570,85552,1
824571,1005001,0
824571,237426,1
824571,31185,2
824573,174650,1
824573,564661,2
824576,256994,1
824577,501184,1
824577,1070457,2
824581,1613199,0
824581,238300,1
824581,145255,2
824585,608786,1
824585,134594,2
824586,83206,0
824586,146635,1
824586,178120,3
824586,916780,5
824591,124504,3
824593,569569,1
824593,34501,2
824600,124675,0
824601,455050,0
824601,861197,2
824607,978031,0
824614,1005001,0
824614,237426,1
824614,31185,2
824641,245712,0
824653,83854,1
824653,148564,2
824654,221055,0
824654,141720,1
824654,963605,2
824655,28143,0
824655,630917,1
824663,8136,0
824663,20909,1
824663,45904,2
824663,485301,3
824663,97055,4
824663,995640,5
824666,8253,1
824666,99451,2
824666,97055,3
824667,136178,0
824667,170882,1
824667,1461636,2
824667,9429,3
824672,227168,0
824672,948331,2
824672,92761,3
824680,305082,0
824680,294718,1
824682,699031,0
824682,836609,4
824684,64804,0
824684,5756,1
824687,426730,1
824687,625502,2
824693,241329,2
824693,352020,3
824696,62109,0
824696,28304,2
824697,1213738,1
824697,806864,9
824697,496433,13
824698,481086,3
824698,1185818,4
824699,180483,2
824699,67474,5
824705,1007991,0
824705,696847,1
824713,146512,0
824713,374590,1
824713,1208596,2
824713,329173,3
824717,64804,0
824717,5756,1
824717,682359,2
824717,2647,3
824722,623339,0
824722,502185,1
824724,56683,0
824724,227364,1
824724,373510,2
824724,778064,3
824728,92761,0
824728,221055,1
824728,775582,2
824728,141720,4
824728,963605,5
824729,748243,1
824729,72057,3
824730,212802,0
824730,1531835,2
824730,385954,3
824737,117655,4
824737,58215,5
824739,1175843,0
824739,561246,2
824739,563476,3
824739,1644434,4
824739,226279,7
824742,10257,0
824742,83854,1
824742,1510184,3
824746,216534,1
824748,76353,0
824751,1106180,0
824751,563563,2
824751,1133414,4
824751,21934,5
824751,1285065,6
824751,1682662,8
824751,850911,10
824756,1088396,1
824757,205260,1
824757,1015877,3
824757,427764,4
824757,47584,8
824760,1137561,2
824760,571290,3
824763,546282,0
824763,815805,4
824764,221055,0
824764,24804,1
824764,963605,2
824773,1704339,0
824776,532209,1
824777,1476363,0
824777,1123317,1
824777,1064104,2
824777,148635,4
824777,356099,5
824800,1593687,0
824800,194042,2
824800,1070162,5
824800,1618621,6
824800,392052,8
824800,963605,9
824800,28540,11
824842,467757,0
824842,759991,1
824842,29090,2
824842,867948,3
824842,721866,4
824842,1165191,5
